"subject_id","rt","key_press","ListLength","Trial_index","Phase","correct","Block","word1","word2","Context","Context_position","ContextSize","assignmentID","date","time_elapsed","internal_node_id","response","cue","target","SequenceLength","sequence","letterSeen","queriedPosition","correct_01","Gender","Age","Cheated_pairs","Cheated_letters","validity","Error_type"
"02kgvknsak4v935",0.962099999904633,32,15,13,"CuePresentation","TRUE",1,NA,NA,"./images/sunset.png","lower-left","2","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",471101,"0.0-257.0","flask","cigar","flask",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.48289999985695,32,15,14,"CuePresentation","TRUE",1,NA,NA,"./images/lake.png","upper-left","13","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",476772,"0.0-261.0","cape","bonnet","cape",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.62640000009537,32,15,15,"CuePresentation","TRUE",1,NA,NA,"./images/lake.png","upper-left","13","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",481773,"0.0-265.0","hose","cable","hose",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.689200000047684,32,15,1,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",878027,"0.0-477.0","bead","jewel","bead",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.721299999952316,32,15,2,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",882914,"0.0-481.0","mouth","neck","mouth",NA,NA,NA,3,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.850399999856949,32,15,3,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",887267,"0.0-485.0","bread","ginger","bread",NA,NA,NA,2,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.657299999952316,32,15,4,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",891491,"0.0-489.0","diaper","toga","diaper",NA,NA,NA,6,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.939400000095367,32,15,5,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",896707,"0.0-493.0","broom","stool","broom",NA,NA,NA,13,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",2.0895,32,15,6,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",902306,"0.0-497.0","yacht","rudder","yacht",NA,NA,NA,7,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.857,32,15,7,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",906666,"0.0-501.0","sloth","beetle","sloth",NA,NA,NA,5,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.02879999995232,32,15,8,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",911357,"0.0-505.0","robot","donkey","robot",NA,NA,NA,11,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.826,32,15,9,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",916922,"0.0-509.0","rattle","blower","rattle",NA,NA,NA,8,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.864899999856949,32,15,10,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",921610,"0.0-513.0","ship","train","ship",NA,NA,NA,1,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.6115,32,15,11,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",925618,"0.0-517.0","flour","soup","flour",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.79379999995232,32,15,12,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",931386,"0.0-521.0","jetski","rocket","jetski",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.754299999952316,32,15,13,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",936290,"0.0-525.0","sheet","binder","sheet",NA,NA,NA,15,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.57020000004768,32,15,14,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",942138,"0.0-529.0","cream","pecan","cream",NA,NA,NA,9,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",2.066,32,15,15,"CuePresentation","TRUE",2,NA,NA,"./images/NoneContext.jpg","center","None","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",947793,"0.0-533.0","wrap","shawl","wrap",NA,NA,NA,14,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",3.10620000004768,32,15,1,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1343080,"0.0-745.0","mail","spam","mail",NA,NA,NA,7,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.847600000143051,32,15,2,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1347223,"0.0-749.0","seed","grain","seed",NA,NA,NA,13,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",3.163,32,15,3,"CuePresentation","TRUE",3,NA,NA,"./images/beach.png","upper-right","4","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1353775,"0.0-753.0","heater","drain","heater",NA,NA,NA,14,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.801,32,15,4,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1358951,"0.0-757.0","knot","scarf","knot",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.48079999995232,32,15,5,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1364358,"0.0-761.0","arrow","thumb","arrow",NA,NA,NA,8,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.937599999904633,32,15,6,"CuePresentation","TRUE",3,NA,NA,"./images/beach.png","upper-right","4","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1368790,"0.0-765.0","bowtie","sequin","bowtie",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.77740000009537,32,15,7,"CuePresentation","TRUE",3,NA,NA,"./images/beach.png","upper-right","4","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1374719,"0.0-769.0","timer","siren","timer",NA,NA,NA,3,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.51279999995232,32,15,8,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1379814,"0.0-773.0","tiger","otter","tiger",NA,NA,NA,1,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.882299999952316,32,15,9,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1385007,"0.0-777.0","table","tablet","table",NA,NA,NA,2,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",2.7705,32,15,10,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1391422,"0.0-781.0","marker","target","marker",NA,NA,NA,5,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.563,32,15,11,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1397638,"0.0-785.0","hood","trunk","hood",NA,NA,NA,6,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.09659999990463,32,15,12,"CuePresentation","TRUE",3,NA,NA,"./images/beach.png","upper-right","4","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1402054,"0.0-789.0","swing","wing","swing",NA,NA,NA,15,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.36170000004768,32,15,13,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1406718,"0.0-793.0","bone","tongue","bone",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",4.763,32,15,14,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1414590,"0.0-797.0","wire","tape","wire",NA,NA,NA,9,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.2415,32,15,15,"CuePresentation","TRUE",3,NA,NA,"./images/ocean.jpg","middle-top","11","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1418742,"0.0-801.0","clam","lizard","clam",NA,NA,NA,11,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",3.37789999985695,32,15,1,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1819092,"0.0-1013.0","stereo","screen","stereo",NA,NA,NA,2,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.976799999952316,32,15,2,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1825203,"0.0-1017.0","hammer","wedge","hammer",NA,NA,NA,6,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.042,32,15,3,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1829700,"0.0-1021.0","gear","blazer","gear",NA,NA,NA,9,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.929700000047684,32,15,4,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1834227,"0.0-1025.0","skirt","wreath","skirt",NA,NA,NA,8,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.20059999990463,32,15,5,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1839114,"0.0-1029.0","spider","moth","spider",NA,NA,NA,14,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.369,32,15,6,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1843995,"0.0-1033.0","whale","koala","whale",NA,NA,NA,11,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.05820000004768,32,15,7,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1848411,"0.0-1037.0","jacket","purse","jacket",NA,NA,NA,1,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",5.28170000004768,32,15,8,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1857396,"0.0-1041.0","film","album","film",NA,NA,NA,7,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.145,32,15,9,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1861699,"0.0-1045.0","sand","marble","sand",NA,NA,NA,15,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.48870000004768,32,15,10,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1866178,"0.0-1049.0","noodle","puffin","noodle",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.1375,32,15,11,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1870898,"0.0-1053.0","tulip","bonsai","tulip",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",2.64879999995232,32,15,12,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1876938,"0.0-1057.0","canvas","wood","canvas",NA,NA,NA,5,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.01020000004768,32,15,13,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1881426,"0.0-1061.0","oven","crumb","oven",NA,NA,NA,3,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.993799999952316,32,15,14,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1886162,"0.0-1065.0","coffin","skull","coffin",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",2.435,32,15,15,"CuePresentation","TRUE",4,NA,NA,"./images/park.png","middle-bottom","15","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",1892178,"0.0-1069.0","corset","yoke","corset",NA,NA,NA,13,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.722100000143051,32,15,1,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2285914,"0.0-1281.0","cork","hookah","cork",NA,NA,NA,1,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",0.8565,32,15,2,"CuePresentation","TRUE",5,NA,NA,"./images/winter.png","middle-right","3","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2290106,"0.0-1285.0","bullet","sword","bullet",NA,NA,NA,5,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.28069999980927,32,15,3,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2295065,"0.0-1289.0","taffy","sauce","taffy",NA,NA,NA,10,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.07459999990463,32,15,4,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2299649,"0.0-1293.0","crepe","coat","crepe",NA,NA,NA,12,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.106,32,15,5,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2305369,"0.0-1297.0","garlic","lime","garlic",NA,NA,NA,11,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.61970000004768,32,15,6,"CuePresentation","TRUE",5,NA,NA,"./images/winter.png","middle-right","3","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2311297,"0.0-1301.0","camel","bison","camel",NA,NA,NA,4,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.35510000014305,32,15,7,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2316697,"0.0-1305.0","candle","kettle","candle",NA,NA,NA,6,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.55270000004768,32,15,8,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2321577,"0.0-1309.0","aloe","onion","aloe",NA,NA,NA,2,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.4095,32,15,9,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2326272,"0.0-1313.0","burner","fire","burner",NA,NA,NA,9,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.13670000004768,32,15,10,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2330768,"0.0-1317.0","puddle","bucket","puddle",NA,NA,NA,8,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.71219999980927,32,15,11,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2336024,"0.0-1321.0","foam","vacuum","foam",NA,NA,NA,3,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.69790000009537,32,15,12,"CuePresentation","TRUE",5,NA,NA,"./images/winter.png","middle-right","3","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2341120,"0.0-1325.0","omelet","stew","omelet",NA,NA,NA,14,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.32860000014305,32,15,13,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2346272,"0.0-1329.0","pony","bull","pony",NA,NA,NA,13,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.26520000004768,32,15,14,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2350912,"0.0-1333.0","kayak","noose","kayak",NA,NA,NA,15,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"02kgvknsak4v935",1.91219999980927,32,15,15,"CuePresentation","TRUE",5,NA,NA,"./images/mountain.png","middle-left","12","65f2ba819e9cf67ac1ae99b1","16_3_2024_9_56_5",2356463,"0.0-1337.0","insole","anklet","insole",NA,NA,NA,7,1,"female",45,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",13.350299999997,32,15,1,"CuePresentation","FALSE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",406426,"0.0-209.0","deer","lizard","clam",NA,NA,NA,7,0,"female",29,FALSE,FALSE,TRUE,"Intrusion"
"0egccgphr6k378n",2.0705,32,15,2,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",411653,"0.0-213.0","horse","deer","horse",NA,NA,NA,8,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",1.07090000000596,32,15,3,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",415809,"0.0-217.0","crown","shield","crown",NA,NA,NA,5,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",4.17539999999106,32,15,4,"CuePresentation","FALSE",1,NA,NA,"./images/lake.png","upper-left","2","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",423065,"0.0-221.0","raft","dagger","wand",NA,NA,NA,13,0,"female",29,FALSE,FALSE,TRUE,"Intrusion"
"0egccgphr6k378n",5.42640000000596,32,15,5,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",431756,"0.0-225.0","coin","mallet","coin",NA,NA,NA,1,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",2.69190000000596,32,15,6,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",439554,"0.0-229.0","barrel","rifle","barrel",NA,NA,NA,10,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",1.20990000000596,32,15,7,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",444078,"0.0-233.0","bull","pony","bull",NA,NA,NA,3,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",1.032,32,15,8,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",448655,"0.0-237.0","elbow","nose","elbow",NA,NA,NA,4,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",1.54929999999702,32,15,9,"CuePresentation","TRUE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",454187,"0.0-241.0","raf","walrus","raft",NA,NA,NA,11,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",2.19009999999404,32,15,10,"CuePresentation","TRUE",1,NA,NA,"./images/lake.png","upper-left","2","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",459415,"0.0-245.0","plant","pliers","plant",NA,NA,NA,14,1,"female",29,FALSE,FALSE,TRUE,"Correct"
"0egccgphr6k378n",3.298,32,15,11,"CuePresentation","FALSE",1,NA,NA,"./images/winter.png","middle-right","13","65f2ba819e9cf67ac1ae99b1","17_3_2024_12_23_53",465505,"0.0-249.0","wig","statue","flag",NA,NA,NA,2,0,"female",29,FALSE,FALSE,TRUE,"Intrusion"
